sample	B_cell	T_cell.CD4	T_cell.CD8	Neutrophil	Macrophage	DC
TCGA-FD-A43S-01A	0.153697832	0.399631297	0.078262041	0.145322126	0.099927228	0.469756626
TCGA-FD-A43U-01A	0	0.271270101	0.089596824	0.145978178	0.127477393	0.689745584
TCGA-FD-A43X-01A	0.05243613	0.121692295	0.070914908	0.043208014	0	0.343807154
TCGA-FD-A43Y-01A	0.017455053	0.172206591	0.165523732	0.118422375	0.102103277	0.55179369
TCGA-FD-A5BR-01A	0.127383279	0.173689931	0.121803679	0.104504977	0.045886074	0.405854792
TCGA-FD-A5BS-01A	0.418178137	0.186712766	0.446477472	0.268236013	0.063750548	0.992418584
TCGA-FD-A5BT-01A	0	0.191056916	0.209755852	0.179534717	0.136140158	0.638210693
TCGA-FD-A5BU-01A	0.089865042	0.235673556	0.078318975	0.140607281	0.073104564	0.671192168
TCGA-FD-A5BV-01A	0.094101868	0.088563636	0.112329771	0.058451631	0.012992041	0.337137466
TCGA-FD-A5BX-01A	0.025958373	0.223330153	0.182702776	0.155474746	0.16042888	0.67507662
TCGA-FD-A5BY-01A	0.046090124	0.12445944	0.1758324	0.118362764	0.093971399	0.473752457
TCGA-FD-A5BZ-01A	0.042456848	0.117046898	0.18642268	0.121240451	0.182767945	0.33819476
TCGA-FD-A5C0-01A	0.044453314	0.059698351	0.235475601	0.108859126	0.21360247	0.327824068
TCGA-FD-A5C1-01A	0.218904026	0.117097006	0.135478347	0.16496485	0	0.826615416
TCGA-FD-A62N-01A	0	0.274730887	0.380861847	0.311863844	0.042384023	1.197809286
TCGA-FD-A62O-01A	0.054073615	0.04709159	0.169677694	0.075575781	0.052725159	0.293637477
TCGA-FD-A62P-01A	0.030848075	0.126718687	0.19127827	0.110498327	0.139990598	0.59446469
TCGA-FD-A62S-01A	0.092953664	0.2139274	0.172509499	0.19712304	0.168883577	0.687439268
TCGA-FD-A6TA-01A	0.143765989	0.160604629	0.133244571	0.142923479	0.131948185	0.432999066
TCGA-FD-A6TB-01A	0.278796295	0.238697521	0.28267549	0.186303417	0.182380262	0.641970871
TCGA-FD-A6TC-01A	0.012280735	0.088248614	0.21812295	0.105778643	0.395281165	0.267414267
TCGA-FD-A6TD-01A	0.115059507	0.104578047	0.202275101	0.18704295	0.059163644	0.734616398
TCGA-FD-A6TE-01A	0.19824644	0.068871292	0.101247821	0.055529069	0.011842398	0.468623124
TCGA-FD-A6TF-01A	0.056208572	0.118095257	0.192974457	0.116559521	0.131375896	0.485130479
TCGA-FD-A6TG-01A	0.136888588	0.10031389	0.160138341	0.085062034	0.191072173	0.488432016
TCGA-FD-A6TH-01A	0.074859649	0.087468557	0.143569214	0.094427692	0.221168016	0.509782007
TCGA-FD-A6TI-01A	0.06282337	0.01982523	0.240513521	0.111654143	0.174524139	0.325286886
TCGA-FD-A6TK-01A	0.014621941	0.20906022	0.35111593	0.211091979	0.128667663	0.922130428
TCGA-FJ-A3Z7-01A	0.015417187	0.061803879	0.241010035	0.102780121	0	0.277251271
TCGA-FJ-A3Z9-01A	0.07559971	0.107909527	0.07383036	0.046157645	0.006927283	0.325605035
TCGA-FJ-A3ZE-01A	0.067255731	0.096248578	0.106779076	0.049608153	0	0.290527055
TCGA-FJ-A3ZF-01A	0.063502714	0.071243726	0.090341067	0.047099984	0.041110844	0.268018155
TCGA-FJ-A871-01A	0	0.074236108	0.282939792	0.05404863	0.022028273	0.535706998
TCGA-FT-A3EE-01A	0.054719231	0.089607882	0.199690389	0.076275841	0.046191218	0.475238329
TCGA-FT-A61P-01A	0.0215115	0.245383536	0.043627024	0.164576469	0.057094062	0.653989162
TCGA-G2-A2EC-01A	0.115518956	0.174627621	0.182277501	0.095708887	0.137050543	0.385092849
TCGA-G2-A2EF-01A	0	0.153491617	0.304244339	0.290658899	0.018459652	0.722913254
TCGA-G2-A2EJ-01A	0.000883755	0.12550677	0.235769417	0.223127907	0	0.53091811
TCGA-G2-A2EK-01A	0.078765242	0.126817248	0.155042991	0.088927399	0.041305428	0.322626747
TCGA-G2-A2EL-01A	0.085047218	0.135463031	0.082998042	0.055309555	0	0.305287555
TCGA-G2-A2EO-01A	0.050623669	0.127635035	0.290461319	0.116532919	0.087189266	0.462582558
TCGA-G2-A2ES-01A	0.057045391	0.10315081	0.209188152	0.172170362	0	0.502802701
TCGA-G2-A3IB-01A	0.027991971	0.112987538	0.210361186	0.09642566	0	0.505524576
TCGA-G2-A3IE-01A	0.084474242	0.084168115	0.124159862	0.047974225	0.044283756	0.324643218
TCGA-G2-A3VY-01A	0.086108079	0.079053304	0.132984673	0.061615826	0.086239691	0.335163768
TCGA-G2-AA3B-01A	0.098145263	0.095301377	0.067928025	0.081460286	0	0.3088332
TCGA-G2-AA3C-01A	0	0.241270302	0.122127181	0.165376016	0.428758523	0.663057956
TCGA-G2-AA3D-01A	0.148911927	0.145055312	0.028329325	0.084538075	0.010634549	0.454409649
TCGA-G2-AA3F-01A	0.115209626	0.098496619	0.061462061	0.055025606	0.028609523	0.335868139
TCGA-GC-A3BM-11A	0	0	0.400138034	0.253288156	0	0.478576155
TCGA-GC-A3BM-01A	0.088510162	0.091010966	0.163282154	0.098171322	0.011217551	0.378483982
TCGA-GC-A3I6-01A	0.048666132	0.166525158	0.229169509	0.185443287	0.053968544	0.575888902
TCGA-GC-A3OO-01A	0.067955175	0.120572568	0.167369241	0.119925619	0.052779664	0.545634267
TCGA-GC-A3RB-01A	0.092422136	0.113062027	0.115370559	0.086384364	0.014881259	0.428891617
TCGA-GC-A3RC-01A	0	0.237336182	0.182424749	0.134625039	0.067707113	0.820931951
TCGA-GC-A3RD-01A	0.078574539	0.063058986	0.139355685	0.077109206	0.043760331	0.365812358
TCGA-GC-A3WC-11A	0.135446831	0.250881055	0.248716912	0.177726849	0.022232153	0.664611572
TCGA-GC-A3WC-01A	0.074499375	0.202742881	0.1891074	0.214630669	0.07042727	0.532075924
TCGA-GC-A3YS-01A	0.017831761	0.141539469	0.24435063	0.133179148	0.196126939	0.466685624
TCGA-GC-A4ZW-01A	0.087533681	0.146584351	0.157172742	0.106665857	0.02175554	0.393844214
TCGA-GC-A6I1-01A	0.063787099	0.11476166	0.307643709	0.239453718	0.074379631	0.737369867
TCGA-GC-A6I3-11A	0.317213047	0.589170748	0	0.192259981	0.035548753	0.576895518
TCGA-GC-A6I3-01A	0.140244022	0.182027295	0.057546543	0.071725854	0	0.535987181
TCGA-GD-A2C5-11A	0.196436505	0.199512025	0.271749772	0.14292182	0.118069098	0.484642585
TCGA-GD-A2C5-01A	0.06887946	0.086538055	0.137585305	0.089412672	0.081422048	0.34346869
TCGA-GD-A3OP-11A	0.042063163	0.116210382	0.219563641	0.166165216	0.048908938	0.493095126
TCGA-GD-A3OP-01A	0.07709653	0.110089715	0.172467094	0.106416142	0.116229628	0.369473745
TCGA-GD-A3OQ-11A	0.016538032	0.120168885	0.279546673	0.136095562	0.070164551	0.540205168
TCGA-GD-A3OQ-01A	0.053787762	0.099782996	0.313397966	0.120217926	0.022688236	0.599312727
TCGA-GD-A3OS-01A	0.02966402	0.27773449	0.048913886	0.080974809	0.15432641	0.487523434
TCGA-GD-A6C6-01A	0.056314607	0.088601366	0.075631513	0.052388715	0	0.355979888
TCGA-GD-A76B-01A	0.106475941	0.141444248	0.093068533	0.12630834	0.002226981	0.433927919
TCGA-GU-A42P-01A	0.091266498	0.106200737	0.088181223	0.062984053	0.069485662	0.28952971
TCGA-GU-A42Q-01A	0.098541013	0.112061992	0.186884454	0.097519823	0.085300591	0.363136846
TCGA-GU-A42R-01A	0.097043948	0.064859605	0.159404373	0.087023807	0.013327506	0.341464277
TCGA-GU-A762-01A	0.154564074	0.215636985	0.311676199	0.201708335	0.021184643	0.922131158
TCGA-GU-A763-01A	0.06033831	0.098599796	0.082879131	0.043270713	0	0.307720581
TCGA-GU-A764-01A	0.094797453	0.195912261	0.202258422	0.172491214	0.100061021	0.567135499
TCGA-GU-A766-01A	0	0.141588576	0.349822353	0.413354117	0	0.786543637
TCGA-GU-A767-01A	0.068771008	0.093856316	0.108403109	0.071653726	0	0.317057235
TCGA-GU-AATO-01A	0.082351236	0.091347488	0.206671662	0.130705122	0.192424491	0.363120413
TCGA-GU-AATP-01A	0.148550493	0.123956825	0.099547418	0.120410186	0.071263909	0.461444478
TCGA-GU-AATQ-01A	0.072363214	0.09345172	0.196932029	0.09596067	0.017735179	0.430756343
TCGA-GV-A3JV-01A	0.066398047	0.083797418	0.228803685	0.10689463	0.031800428	0.375078383
TCGA-GV-A3JW-01A	0.105265589	0.064870585	0.113651371	0.054240991	0.003189357	0.358484071
TCGA-GV-A3JX-01A	0.086697572	0.143940594	0.180288087	0.130446076	0.06699618	0.527901064
TCGA-GV-A3JZ-01A	0.117492342	0.104728914	0.103417269	0.089282073	0.040113052	0.39601922
TCGA-GV-A3QF-01A	0.106386857	0.095463995	0.074798726	0.079021315	0.001909672	0.347029515
TCGA-GV-A3QG-01A	0.30530612	0.467002303	0.207305677	0.244806432	0.171278043	0.729544963
TCGA-GV-A3QH-01A	0.102557563	0.10041546	0.074853635	0.094012161	0.032411026	0.32254819
TCGA-GV-A3QI-01A	0.098994328	0.074313654	0.222135159	0.066530476	0.020833594	0.395665967
TCGA-GV-A3QK-01B	0.072418565	0.108198025	0.120234074	0.082957114	0.009017337	0.34888132
TCGA-GV-A40E-01A	0.002459554	0.148305865	0.158429218	0.143699878	0	0.595676946
TCGA-GV-A40G-01A	0.060587778	0.079701214	0.12368816	0.080689777	0.050322545	0.286272323
TCGA-GV-A6ZA-01A	0.087920126	0.113717364	0.10058789	0.085149065	0	0.344148028
TCGA-H4-A2HO-01A	0.06266673	0.098780707	0.144934237	0.065106443	0.066553562	0.289808694
TCGA-H4-A2HQ-01A	0.163730819	0.104643017	0.182159062	0.105901618	0.033266858	0.421804612
TCGA-HQ-A2OE-01A	0.045198133	0.058582254	0.232856916	0.086980287	0.066922084	0.354636037
TCGA-HQ-A2OF-01A	0.218494085	0.031989484	0.172602266	0.071257449	0.098355384	0.322516674
TCGA-HQ-A5ND-01A	0.109870476	0.136024186	0.147148504	0.113839298	0	0.451262364
TCGA-HQ-A5NE-01A	0.060590324	0.136007113	0.250797987	0.185217156	0.012667727	0.673685497
TCGA-K4-A3WS-01A	0.074597932	0.213891983	0.161700934	0.135064275	0.109717439	0.497582014
TCGA-K4-A3WU-01B	0.227563893	0.256679321	0.139993767	0.133016343	0.178745764	0.462085723
TCGA-K4-A3WV-11A	0.028351983	0.117151292	0.219761206	0.093131364	0.104325364	0.337355365
TCGA-K4-A3WV-01A	0.106562037	0.235661562	0.062389411	0.09572762	0.025300856	0.433018421
TCGA-K4-A4AB-01B	0.130911827	0.094776471	0.186677606	0.156949166	0.103679721	0.496683561
TCGA-K4-A4AC-01A	0.000622293	0.202098647	0.045708614	0.158222796	0.041034305	0.511133539
TCGA-K4-A54R-11A	0	0.025805936	0.371112104	0.216969843	0	0.547427662
TCGA-K4-A54R-01A	0	0.134105386	0.181625075	0.178876905	0.097387904	0.508711078
TCGA-K4-A5RH-01A	0.456538257	0.043210538	0.554143062	0.219837054	0.13846978	1.432116388
TCGA-K4-A5RI-11A	0.078520364	0.302235367	0.394510983	0.239884479	0.169565415	0.771552846
TCGA-K4-A5RI-01A	0.105894859	0.097989815	0.169330387	0.100490945	0.055572658	0.427385086
TCGA-K4-A5RJ-01A	0.025692872	0.179359683	0.447680772	0.212730217	0.320793202	1.268551655
TCGA-K4-A6FZ-01A	0.078066016	0.11700698	0.176647416	0.181219241	0.03706709	0.580447559
TCGA-K4-A6MB-01A	0.096912778	0.098567447	0.146905148	0.084520548	0.06746932	0.384609446
TCGA-K4-A83P-01A	0.493142117	0.361600082	0.178074845	0.211563443	0.166895551	0.677829824
TCGA-K4-AAQO-01A	0.066286501	0.129549464	0.187116983	0.10008614	0.094715395	0.435033844
TCGA-KQ-A41N-01A	0.06283158	0.069744072	0.103118137	0.067943199	0.029786159	0.249961205
TCGA-KQ-A41O-01A	0.049242268	0.048717046	0.09081631	0.042414293	0	0.218290876
TCGA-KQ-A41P-01A	0.04670771	0.127063807	0.076958901	0.070423818	0.051483644	0.393185046
TCGA-KQ-A41Q-01A	0.057382404	0.057076982	0.137151166	0.065530394	0.002486562	0.313084824
TCGA-KQ-A41R-01A	0.04651334	0.068976678	0.065304795	0.060722313	0	0.237368238
TCGA-KQ-A41S-01A	0.058624803	0.12045051	0.178909733	0.087825065	0.137096634	0.391743411
TCGA-LC-A66R-01A	0.091893181	0.064839838	0.386832302	0.242663258	0.032013268	0.641821848
TCGA-LT-A5Z6-01A	0.059475421	0.114980479	0.098334197	0.060360471	0.091080129	0.334076503
TCGA-LT-A8JT-01A	0.093795539	0.105971296	0.121464573	0.078690806	0	0.345564673
TCGA-MV-A51V-01A	0.0037685	0.081792948	0.145473457	0.103200933	0.035310285	0.32834233
TCGA-PQ-A6FI-01A	0.070903178	0.16635577	0.191783242	0.112125396	0	0.520928559
TCGA-PQ-A6FN-01A	0.091022388	0.165077592	0.094203563	0.064650704	0.020295206	0.48923587
TCGA-R3-A69X-01A	0.154189946	0.171020889	0.211121865	0.182357253	0.12498734	0.698320053
TCGA-S5-A6DX-01A	0.046730558	0.152750337	0.115226392	0.095079952	0.094614872	0.420002355
TCGA-S5-AA26-01A	0.047143169	0.092224351	0.078594799	0.051656752	0	0.250478365
TCGA-SY-A9G0-01A	0.124800964	0.178589638	0.168618983	0.108595359	0.072350367	0.473413527
TCGA-SY-A9G5-01A	0.003249624	0.18068749	0.248891968	0.236052624	0.09135365	0.561369704
TCGA-UY-A78K-01A	0.229733899	0.267192309	0.201483901	0.103359958	0.114646087	0.569160152
TCGA-UY-A78L-01A	0.059746722	0.249607211	0.073346441	0.071443151	0.013968478	0.568327688
TCGA-UY-A78M-01A	0.085664998	0.113596124	0.059884833	0.053213068	0.017295552	0.382353722
TCGA-UY-A78N-01A	0.074280628	0.103278149	0.09444821	0.051552263	0.044272362	0.272199741
TCGA-UY-A78O-01A	0.050888953	0.067707198	0.112977556	0.065064527	0	0.325752575
TCGA-UY-A78P-01A	0.053212865	0.18959411	0.0965011	0.209599425	0.024336335	0.704047026
TCGA-UY-A8OB-01A	0.256543149	0.069075097	0.114538238	0.077043332	0	0.725703672
TCGA-UY-A8OC-01A	0.020667752	0.12436227	0.245776418	0.106076279	0.018721005	0.544410224
TCGA-UY-A8OD-01A	0.046677747	0.135982095	0.086794211	0.070202706	0.082333728	0.365223506
TCGA-UY-A9PA-01A	0.078766663	0.161661903	0.185639496	0.206703498	0.021247726	0.5194894
TCGA-UY-A9PB-01A	0.076119066	0.277504338	0.104245806	0.245543855	0.049321036	0.836531966
TCGA-UY-A9PD-01A	0.067130468	0.082000882	0.136101825	0.058593207	0.054069286	0.317230037
TCGA-UY-A9PE-01A	0.066317841	0.075990289	0.109473239	0.06526528	0.001163982	0.32335246
TCGA-UY-A9PF-01A	0.096487924	0.071854686	0.147898676	0.093298796	0	0.388297503
TCGA-UY-A9PH-01A	0.100216585	0.182908084	0.109349193	0.186467215	0	0.707950553
TCGA-XF-A8HB-01A	0.03912821	0.047628148	0.186492885	0.074585173	0.04362193	0.386515747
TCGA-XF-A8HC-01A	0.039218921	0.071604276	0.104072501	0.056563443	0.026643567	0.27322275
TCGA-XF-A8HD-01A	0.141559257	0.156405388	0.239657716	0.178335587	0.050253502	0.731472711
TCGA-XF-A8HE-01A	0.060138314	0.111228513	0.245764657	0.233144665	0	0.526041903
TCGA-XF-A8HF-01A	0.056155013	0.112385915	0.060738298	0.061708047	0.030425323	0.313470852
TCGA-XF-A8HG-01A	0.04229372	0.068344749	0.084902029	0.039892726	0.019469437	0.248640794
TCGA-XF-A8HH-01A	0.07542794	0.119698271	0.093675686	0.08185288	0.073888201	0.322659627
TCGA-XF-A8HI-01A	0.085766442	0.127941722	0.121153715	0.089843784	0	0.393688357
TCGA-XF-A9SH-01A	0.072753979	0.100781297	0.10078019	0.076300247	0.021997287	0.280833074
TCGA-XF-A9SI-01A	0.288934782	0.392556578	0.383819193	0.307191994	0.080507311	0.858259879
TCGA-XF-A9SJ-01A	0.06615592	0.103027794	0.231407809	0.086034694	0.182082117	0.608841468
TCGA-XF-A9SK-01A	0.15711602	0.149967273	0.097177163	0.137025621	0.170900429	0.551498916
TCGA-XF-A9SL-01A	0.170933736	0.339607087	0.092257689	0.140998165	0.169873259	0.533727838
TCGA-XF-A9SM-01A	0.237873184	0.14713016	0.330063236	0.276456513	0.227783454	0.972946246
TCGA-XF-A9SP-01A	0.073453403	0.148881479	0.125260543	0.088833287	0.172234789	0.404171064
TCGA-XF-A9ST-01A	0.121934972	0.055768593	0.194733448	0.055635242	0.057686119	0.345873376
TCGA-XF-A9SU-01A	0.079163878	0.115877378	0.128750657	0.08488139	0.133025493	0.370212797
TCGA-XF-A9SV-01A	0.054718024	0.038059974	0.188288466	0.084711855	0.094052393	0.334681794
TCGA-XF-A9SW-01A	0.054525975	0.169009959	0.256223333	0.140298438	0.28402535	0.412363596
TCGA-XF-A9SX-01A	0.144508393	0.149595532	0.145896024	0.12279213	0.090335763	0.939195958
TCGA-XF-A9SY-01A	0	0.283436509	0.455252683	0.352907622	0	1.033152848
TCGA-XF-A9SZ-01A	0.129117715	0.09934047	0.206525348	0.125605479	0.157175204	0.52241109
TCGA-XF-A9T0-01A	0.091870675	0.080983979	0.131779163	0.074115855	0.035293668	0.388881805
TCGA-XF-A9T2-01A	0	0	0.521480283	0.056211841	0	0.498124322
TCGA-XF-A9T3-01A	0.079563865	0.238630911	0.127509558	0.128365949	0.046006078	0.661374892
TCGA-XF-A9T4-01A	0.015714799	0.190774885	0.324990168	0.169700269	0.082426251	0.670026607
TCGA-XF-A9T5-01A	0.576195031	0	0.204018455	0.128075609	0	0.991257801
TCGA-XF-A9T6-01A	0.057642149	0.092039594	0.202221371	0.103136079	0.003387866	0.499765986
TCGA-XF-A9T8-01A	0.006689913	0.146325497	0.305251119	0.22075224	0.089418923	0.638274778
TCGA-XF-AAME-01A	0.116623365	0.323248717	0.247091757	0.224118623	0.28494201	0.66583187
TCGA-XF-AAMG-01A	0.06138237	0.112663496	0.139482637	0.092002247	0.043979391	0.356604025
TCGA-XF-AAMH-01A	0.000254719	0.085703524	0.190992486	0.046039147	0	0.398644248
TCGA-XF-AAMJ-01A	0.046031805	0.160045031	0.153231588	0.114599488	0.102754023	0.460374368
TCGA-XF-AAML-01A	0.273095591	0.078186431	0.056842798	0.071972903	0	0.488725795
TCGA-XF-AAMQ-01A	0.050958003	0.166917091	0.206274131	0.161429982	0.044318946	0.461683957
TCGA-XF-AAMR-01A	0.143368707	0.109923023	0.225234801	0.143657428	0.168390914	0.561831507
TCGA-XF-AAMT-01A	0.068727777	0.169790634	0.168189027	0.156872273	0.206360689	0.475358315
TCGA-XF-AAMW-01A	0.015466977	0.139647328	0.395198964	0.173096103	0.129361388	0.662230323
TCGA-XF-AAMX-01A	0.071814591	0.114861327	0.059698826	0.074454609	0.10330945	0.288677979
TCGA-XF-AAMY-01A	0.048833321	0.113994203	0.142240845	0.105830104	0.123520931	0.39090431
TCGA-XF-AAMZ-01A	0.113571868	0.110609638	0.124042226	0.075714831	0.036400019	0.33883574
TCGA-XF-AAN0-01A	0.06379126	0.141769183	0.166289763	0.118457701	0.068401608	0.492701479
TCGA-XF-AAN1-01A	0.078256651	0.111494872	0.108238878	0.059877633	0	0.366366705
TCGA-XF-AAN2-01A	0.074037756	0.1623582	0.12776711	0.160958118	0	0.575956242
TCGA-XF-AAN3-01A	0.121494029	0.137585856	0.164142098	0.126430641	0.091549856	0.467904583
TCGA-XF-AAN4-01A	0.00333031	0.213649967	0.255078893	0.256971307	0.208659765	0.751776942
TCGA-XF-AAN5-01A	0.029369066	0.146592944	0.321651803	0.22519499	0.060414877	0.57207588
TCGA-XF-AAN7-01A	0.081328425	0.169405746	0.304162468	0.125310524	0.23430197	0.239068821
TCGA-YC-A89H-01A	0.055064943	0.082335681	0.124024352	0.081209022	0.060532248	0.410651912
TCGA-YC-A8S6-01A	0.050609199	0.161290187	0.218692151	0.198401897	0.026743561	0.586656896
TCGA-YC-A9TC-01A	0.050801326	0.041013267	0.124823513	0.096247889	0	0.366725058
TCGA-YF-AA3L-01A	0.030331888	0.090145717	0.092484512	0.060959831	0.025737934	0.283643088
TCGA-YF-AA3M-01A	0.102771947	0.117479354	0.163586593	0.09963966	0.056734556	0.382985405
TCGA-ZF-A9R0-01A	0.03474062	0.128154623	0.053386742	0.06234777	0.042587951	0.306638666
TCGA-ZF-A9R1-01A	0.141045461	0.128061914	0.17575713	0.100120688	0.06365428	0.347832524
TCGA-ZF-A9R2-01A	0.100217351	0.073554346	0.120486032	0.066716985	0.045054096	0.316053745
TCGA-ZF-A9R3-01A	0.100268298	0.127193139	0.068114025	0.114535482	0.128076661	0.332704776
TCGA-ZF-A9R4-01A	0.12308169	0.076991943	0.128635247	0.088530494	0.007095226	0.381064308
TCGA-ZF-A9R5-01A	0.083133519	0.123660669	0.112795255	0.075206088	0	0.314809732
TCGA-ZF-A9R7-01A	0.072335743	0.292040167	0.194664694	0.172195356	0.003098289	0.493414985
TCGA-ZF-A9R9-01A	0.04588054	0.1512907	0.080934532	0.067730196	0.075887446	0.297949225
TCGA-ZF-A9RC-01A	0.114151507	0.09254083	0.191943669	0.089130919	0.118518777	0.384788876
TCGA-ZF-A9RD-01A	0.094967983	0.149619442	0.374633885	0.168838629	0	0.749540205
TCGA-ZF-A9RE-01A	0.118901103	0.06834025	0.159847536	0.092095987	0.066344451	0.32326395
TCGA-ZF-A9RF-01A	0.156861995	0.141542091	0.367718486	0.129558755	0.128598369	0.814903408
TCGA-ZF-A9RL-01A	0.068534569	0.068761719	0.118617696	0.055813916	0.007891746	0.362840468
TCGA-ZF-A9RM-01A	0.127265427	0.102812806	0.092739973	0.085697787	0.006416876	0.369086191
TCGA-ZF-A9RN-01A	0.191189269	0.04101072	0.270486806	0.159845114	0	0.636942199
TCGA-ZF-AA4N-01A	0	0.101599247	0.33515041	0.138346163	0.084056886	0.518479191
TCGA-ZF-AA4R-01A	0.061009316	0.141539567	0.160026771	0.089964335	0.133203392	0.426483678
TCGA-ZF-AA4T-01A	0.084387415	0.078525731	0.160003776	0.106079647	0	0.366546537
TCGA-ZF-AA4U-01A	0.080402488	0.095586145	0.120544106	0.060577359	0	0.334918629
TCGA-ZF-AA4V-01A	0.091382258	0.096869083	0.234252118	0.0881567	0.058285797	0.526088628
TCGA-ZF-AA4W-01A	0.064848324	0.108976164	0.221137192	0.105890194	0.005549764	0.412783464
TCGA-ZF-AA4X-01A	0.089599897	0.097872265	0.101784496	0.081596138	0.049472367	0.330034697
TCGA-ZF-AA51-01A	0.086074403	0.19472648	0.108452289	0.1172818	0.046420014	0.419563104
TCGA-ZF-AA52-01A	0.02181779	0.095782314	0.174574988	0.144896906	0.138005889	0.585110276
TCGA-ZF-AA53-01A	0	0.131356597	0.185908878	0.126193977	0.149353306	0.868564452
TCGA-ZF-AA54-01A	0.104883285	0.104580583	0.525623001	0.227929101	0.616023696	0.694452635
TCGA-ZF-AA56-01A	0.126387512	0.131843726	0.193979567	0.170401745	0.094042997	0.505602043
TCGA-ZF-AA58-01A	0	0.203525547	0.334498451	0.396035598	0.09377631	0.994977385
TCGA-ZF-AA5H-01A	0	0.259563666	0.212051204	0.161463164	0.05217386	0.808990002
TCGA-ZF-AA5N-01A	0.014179187	0.099377012	0.117672188	0.060970391	0.000140304	0.465432257
TCGA-ZF-AA5P-01A	0.103388365	0.168102252	0.181826763	0.154517702	0.042663097	0.485467113
TCGA-3C-AAAU-01A	0.070898355	0.053549587	0	0.021388817	0	0.147929648
TCGA-3C-AALI-01A	0.092721989	0.23260424	0.061452447	0.097227908	0	0.40139216
TCGA-3C-AALJ-01A	0.122609724	0.22022177	0.062943445	0.06996446	0	0.534534162
TCGA-3C-AALK-01A	0.073090193	0.11987169	0.019697631	0.071849223	0	0.325861651
TCGA-4H-AAAK-01A	0.060343689	0.130953163	0.087316289	0.098026208	0.108286188	0.384041644
TCGA-5L-AAT0-01A	0.140092676	0.201009727	0.138224882	0.109260958	0.089770511	0.55478775
TCGA-5L-AAT1-01A	0.108146948	0.236528353	0.30395169	0.243843405	0.241973925	0.727335383
TCGA-5T-A9QA-01A	0.077893503	0	0	0.027591932	0	0.060538333
TCGA-A1-A0SB-01A	0.019140824	0.01648553	0.092093642	0.003704035	0	0.145583677
TCGA-A1-A0SD-01A	0.032462283	0.104739913	0.150232267	0.109886969	0.014090214	0.374257789
TCGA-A1-A0SE-01A	0.059642777	0.085638895	0.130058279	0.023277444	0	0.242516504
TCGA-A1-A0SF-01A	0.087740158	0.147871939	0.254034216	0.054047107	0.014192614	0.425239649
TCGA-A1-A0SG-01A	0.181693274	0.151914858	0.071876354	0.080196332	0.075136993	0.37333809
TCGA-A1-A0SH-01A	0.06878188	0.109840379	0.158180262	0.094573089	0.186848547	0.406449258
TCGA-A1-A0SI-01A	0.114990275	0.183995189	0.249405416	0.190797389	0.053389178	0.752216911
